EEC_MEASURE;SEX;AGE;EMPFORM;EMPSTA;PCS;EDUC;IMMI;WKTIME;ACTIVITY;UNDEREMP;UNEMPDUR;COMPOHALO;ANCSORFI2;UNIT_MULT;OBS_STATUS;CONF_STATUS;FREQ;DECIMALS;TIME_PERIOD;OBS_VALUE
UNEMPRATE;_T;Y25T49;_T;2;_T;4T5;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;4.7
UNEMP;F;Y50T64;_T;2;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;239.5
UNEMPRATE;F;Y20T24;_T;2;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;13.3
UNEMPRATE;F;Y50T64;_T;2;_T;3_X_353;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;5.1
UNEMPRATE;M;Y50T64;_T;2;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;5.2
UNEMP;M;Y25T49;_T;2;_T;_T;10;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;124
UNEMPB;_T;Y20T24;_T;2;_T;_T;_T;_T;_T;_T;LT;_T;_T;3;A;F;A;;2023;50.3
UNEMPRATE;M;Y65T74;_T;2;_T;_T;10;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;10.5
UNEMPRATE;_T;Y45T49;_T;2;_T;_T;21;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;6.3
UNEMPB;F;Y50T54;_T;2;_T;_T;_T;_T;_T;_T;LT;_T;_T;3;A;F;A;;2023;34.5
UNEMPRATE;M;Y65T69;_T;2;_T;_T;21;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;13.5
UNEMP;M;Y35T39;_T;2;_T;_T;22;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;68.6
UNEMPB;_T;Y60T64;_T;2;_T;_T;_T;_T;_T;_T;LT;_T;_T;3;A;F;A;;2023;54
UNEMPRATE;F;Y25T29;_T;2;_T;_T;10;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;17.5
UNEMPRATE;M;Y55T59;_T;2;_T;_T;22;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;3.8
PT_UNEMPDUR_LT_IN_UNEMP_BY_AGE;M;Y_GE15;_T;2;_T;_T;_T;_T;_T;_T;LT;_T;_T;-2;A;F;A;;2023;25.6
PT_AGE_IN_EMP_BY_PCS;_T;Y45T49;_T;1;56;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;11.3
PT_AGE_IN_EMP_BY_PCS;_T;Y25T49;_T;1;42;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;59.3
PT_AGE_IN_EMP_BY_PCS;_T;Y25T29;_T;1;20;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;5.5
PT_AGE_IN_EMP_BY_PCS;_T;Y35T39;_T;1;45;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;11.1
PT_AGE_IN_EMP_BY_PCS;_T;Y15T24;_T;1;30;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;3.7
PT_AGE_IN_EMP_BY_PCS;_T;Y55T59;_T;1;40;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;10.6
PT_AGE_IN_EMP_BY_PCS;_T;Y25T29;_T;1;42;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;10.1
PT_AGE_IN_EMP_BY_PCS;_T;Y15T24;_T;1;2_NP;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;16
PT_AGE_IN_EMP_BY_PCS;_T;Y55T59;_T;1;54;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;10.9
PT_AGE_IN_EMP_BY_PCS;_T;Y60T64;_T;1;22;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;9.3
EMP;M;Y15T19;_T;1;_X;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;7.4
EMP;F;Y_GE65;_T;1;2_NP;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;0
EMP;F;Y60T64;_T;1;30;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;149.7
EMP;M;Y25T29;_T;1;64;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;43
EMP;M;Y40T44;_T;1;55;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;30.2
EMP;M;Y_GE65;_T;1;55;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;4.7
EMP;F;Y_GE65;_T;1;44;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;0
EMP;F;Y20T24;_T;1;30;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;107.9
EMP;F;Y20T24;_T;1;3_NP;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;0
EMP;F;Y30T34;_T;1;20;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;72.2
EMP;M;Y15T24;_T;1;65;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;27.9
PT_AGE_IN_EMP_BY_PCS;F;Y_GE15;_T;1;56;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;81.4
PT_AGE_IN_EMP_BY_PCS;F;Y20T24;_T;1;62;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;1.1
PT_AGE_IN_EMP_BY_PCS;F;Y15T24;_T;1;54;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;9.4
PT_AGE_IN_EMP_BY_PCS;F;Y60T64;_T;1;69;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;2.9
PT_AGE_IN_EMP_BY_PCS;F;Y55T59;_T;1;64;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;0.8
PT_AGE_IN_EMP_BY_PCS;F;Y30T34;_T;1;52;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;7.7
PT_AGE_IN_EMP_BY_PCS;F;Y_GE65;_T;1;6_NP;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;0
PT_AGE_IN_EMP_BY_PCS;F;Y45T49;_T;1;64;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;1.4
PT_AGE_IN_EMP_BY_PCS;F;Y50T64;_T;1;33;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;18.2
PT_AGE_IN_EMP_BY_PCS;F;Y35T39;_T;1;5_NP;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;5.9
EMP;F;Y30T34;_T;1;47;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;41.7
EMP;_T;Y50T54;_T;1;22;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;101.8
EMP;_T;Y40T44;_T;1;20;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;256.9
EMP;F;Y20T24;_T;1;64;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;8.2
EMP;_T;Y60T64;_T;1;22;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;73.2
EMP;_T;Y30T34;_T;1;30;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;821.8
EMP;F;Y20T24;_T;1;_X;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;14.3
EMP;F;Y35T39;_T;1;60;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;116.7
EMP;F;Y15T24;_T;1;55;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;228.8
EMP;F;Y30T34;_T;1;52;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;170.9
EMP;_T;Y25T49;_T;1;22;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;420.2
UNEMPRATE;_T;Y25T49;_T;2;_T;3_X_353;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;7.2
UNEMP;M;Y15T24;_T;2;_T;3_X_353;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;120.5
UNEMPRATE;_T;Y15T24;_T;2;_T;6T8;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;11.4
UNEMP;_T;Y_GE15;_T;2;46;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;144
UNEMPRATE;F;Y_GE15;_T;2;33;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;0.9
UNEMP;M;Y15T19;_T;2;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;102
UNEMPRATE;F;Y40T44;_T;2;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;6.7
UNEMPRATE;M;Y_GE15;_T;2;5_NP;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;27.4
UNEMP;_T;Y15T24;_T;2;_T;6T8;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;76.4
UNEMP;_T;Y30T34;_T;2;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;253.5
UNEMPRATE;_T;Y_GE15;_T;2;65;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;7.6
EMP;_T;Y35T39;_T;1;47;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;166.2
EMP;_T;Y60T64;_T;1;_X;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;4.3
EMP;_T;Y50T54;_T;1;68;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;106.9
EMP;_T;Y50T54;_T;1;60;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;710.8
EMP;_T;Y35T39;_T;1;3_NP;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;2.6
EMP;_T;Y55T59;_T;1;_X;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;9.8
PT_UNEMPDUR_VLT_IN_UNEMP_BY_AGE;M;Y_GE15;_T;2;_T;_T;_T;_T;_T;_T;VLT;_T;_T;-2;A;F;A;;2023;11.9
EMP;_T;Y35T39;_T;1;67;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;72.3
EMP;_T;Y60T64;_T;1;3_NP;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;0.3
EMP;_T;Y25T49;_T;1;68;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;300
EMP;_T;Y15T24;_T;1;5_NP;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;1
UNEMP;_T;Y45T49;_T;2;_T;_T;21;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;22.7
UNEMP;_T;Y50T54;_T;2;_T;_T;22;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;133.3
UNEMP;_T;Y35T39;_T;2;_T;_T;21;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;31.2
PT_UNEMPDUR_LT_IN_UNEMP_BY_AGE;F;Y15T24;_T;2;_T;_T;_T;_T;_T;_T;LT;_T;_T;-2;A;F;A;;2023;7.4
UNEMPRATE;_T;Y15T24;_T;2;_T;_T;21;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;20.6
UNEMP;F;Y25T49;_T;2;_T;_T;21;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;88
UNEMP;_T;Y55T59;_T;2;_T;_T;21;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;16.1
UNEMPRATE;_T;Y25T49;_T;2;_T;_T;22;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;5.5
UNEMP;F;Y55T59;_T;2;_T;_T;10;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;20.6
UNEMP;M;Y25T29;_T;2;_T;_T;22;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;110.6
EMP;_T;Y_GE65;_T;1;63;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;17.4
EMP;_T;Y35T39;_T;1;31;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;88.4
EMP;_T;Y15T24;_T;1;23;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;1.1
EMP;F;Y20T24;_T;1;53;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;12.1
EMP;F;Y_GE15;_T;1;5_NP;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;6.2
EMP;F;Y_GE65;_T;1;52;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;19.6
EMP;F;Y35T39;_T;1;69;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;8.3
EMP;_T;Y50T54;_T;1;2_NP;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;0.6
EMP;_T;Y30T34;_T;1;23;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;15
EMP;F;Y15T24;_T;1;_X;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;21.3
EMP;F;Y15T24;_T;1;52;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;110.3
EMP;F;Y_GE15;_T;1;48;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;75.1
EMP;F;Y_GE15;_T;1;2_NP;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;0.6
EMP;F;Y30T34;_T;1;38;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;69.5
EMP;M;Y_GE65;_T;1;5_NP;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;0
EMP;F;Y30T34;_T;1;33;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;20
EMP;F;Y55T59;_T;1;35;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;21.7
EMP;M;Y45T49;_T;1;68;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;33.5
EMP;F;Y45T49;_T;1;42;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;109.3
EMP;M;Y15T19;_T;1;64;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;5.4
EMP;F;Y50T54;_T;1;3_NP;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;0.8
EMP;M;Y20T24;_T;1;65;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;24
EMP;M;Y35T39;_T;1;68;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;33.6
PT_UNEMPDUR_LT_IN_UNEMP_BY_AGE;F;Y50T64;_T;2;_T;_T;_T;_T;_T;_T;LT;_T;_T;-2;A;F;A;;2023;41.8
UNEMPB;F;Y15T24;_T;2;_T;_T;_T;_T;_T;_T;VLT;_T;_T;3;A;F;A;;2023;6.2
UNEMPRATE;M;Y60T64;_T;2;_T;_T;10;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;11.7
UNEMPB_T;_T;Y25T49;_T;2;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;1182.7
UNEMPRATE;F;Y65T69;_T;2;_T;_T;22;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;3.3
UNEMPB;_T;Y50T64;_T;2;_T;_T;_T;_T;_T;_T;VLT;_T;_T;3;A;F;A;;2023;113.9
UNEMPRATE;_T;Y65T69;_T;2;_T;_T;21;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;7.2
UNEMPB;F;Y_GE65;_T;2;_T;_T;_T;_T;_T;_T;LT;_T;_T;3;A;F;A;;2023;2.4
UNEMPB_T;M;Y50T54;_T;2;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;95.4
UNEMPRATE;F;Y65T74;_T;2;_T;_T;10;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;4.5
UNEMPRATE;F;Y20T24;_T;2;_T;_T;10;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;13.5
PT_AGE_IN_EMP_BY_PCS;F;Y55T59;_T;1;6_NP;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;0
PT_AGE_IN_EMP_BY_PCS;F;Y45T49;_T;1;33;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;7.5
PT_AGE_IN_EMP_BY_PCS;F;Y55T59;_T;1;54;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;9.7
PT_AGE_IN_EMP_BY_PCS;F;Y15T19;_T;1;38;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;0.1
PT_AGE_IN_EMP_BY_PCS;F;Y_GE15;_T;1;3_NP;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;59.1
PT_AGE_IN_EMP_BY_PCS;F;Y25T49;_T;1;4_NP;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;34.7
PT_AGE_IN_EMP_BY_PCS;F;Y25T29;_T;1;56;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;5.8
PT_AGE_IN_EMP_BY_PCS;F;Y15T19;_T;1;33;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;0
PT_AGE_IN_EMP_BY_PCS;F;Y15T19;_T;1;69;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;2.4
PT_AGE_IN_EMP_BY_PCS;F;Y40T44;_T;1;67;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;3.6
PT_AGE_IN_EMP_BY_PCS;_T;Y55T59;_T;1;56;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;13.2
PT_AGE_IN_EMP_BY_PCS;_T;Y40T44;_T;1;10;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;12.8
PT_AGE_IN_EMP_BY_PCS;_T;Y40T44;_T;1;54;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;12.8
PT_AGE_IN_EMP_BY_PCS;_T;Y60T64;_T;1;44;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;13.8
PT_AGE_IN_EMP_BY_PCS;_T;Y25T29;_T;1;5_NP;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;58.2
PT_AGE_IN_EMP_BY_PCS;_T;Y60T64;_T;1;5_NP;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;0
PT_AGE_IN_EMP_BY_PCS;_T;Y30T34;_T;1;55;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;11.5
PT_AGE_IN_EMP_BY_PCS;_T;Y50T54;_T;1;45;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;20.9
PT_AGE_IN_EMP_BY_PCS;_T;Y15T24;_T;1;37;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;2.9
PT_AGE_IN_EMP_BY_PCS;_T;Y40T44;_T;1;47;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;13.1
UNEMP;M;Y_GE15;_T;2;56;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;70.1
UNEMP;_T;Y_GE15;_T;2;_T;6T8;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;469.5
UNEMPRATE;F;Y15T24;_T;2;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;16.1
UNEMP;F;Y_GE65;_T;2;_T;3_X_353;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;1.1
UNEMP;M;Y_GE15;_T;2;4_NP;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;0
UNEMP;M;Y_GE15;_T;2;52;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;29.2
UNEMPRATE;_T;Y_GE15;_T;2;53;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;3.8
UNEMPRATE;F;Y_GE15;_T;2;52;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;5.7
UNEMP;M;Y25T49;_T;2;_T;3A;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;131.9
UNEMPRATE;_T;Y25T49;_T;2;_T;3A;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;8
UNEMP;_T;Y_GE15;_T;2;30;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;248.2
EMP;_T;Y55T59;_T;1;38;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;191.4
EMP;_T;Y25T29;_T;1;53;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;57.3
EMP;_T;Y30T34;_T;1;53;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;57.9
EMP;_T;Y60T64;_T;1;50;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;468.4
EMP;_T;Y50T64;_T;1;56;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;598.7
EMP;_T;Y45T49;_T;1;53;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;62.8
EMP;_T;Y25T49;_T;1;43;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;1159.6
EMP;_T;Y45T49;_T;1;56;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;192.1
EMP;_T;Y15T19;_T;1;50;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;261
PT_UNEMPDUR_VLT_IN_UNEMP_BY_AGE;_T;Y15T19;_T;2;_T;_T;_T;_T;_T;_T;VLT;_T;_T;-2;A;F;A;;2023;1.1
EMP;_T;Y25T49;_T;1;53;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;320
EMP;F;Y50T54;_T;1;50;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;702.3
EMP;F;Y55T59;_T;1;60;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;159.7
EMP;F;Y60T64;_T;1;52;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;144.3
EMP;_T;Y_GE15;_T;1;33;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;549.5
EMP;F;Y15T19;_T;1;46;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;9.9
EMP;_T;Y50T54;_T;1;21;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;133.4
EMP;F;Y35T39;_T;1;6_NP;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;0.1
EMP;F;Y30T34;_T;1;64;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;3.8
EMP;F;Y60T64;_T;1;5_NP;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;0
EMP;F;Y40T44;_T;1;52;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;216.2
EMP;F;Y20T24;_T;1;45;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;8.9
PT_AGE_IN_EMP_BY_PCS;F;Y55T59;_T;1;47;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;1.3
PT_AGE_IN_EMP_BY_PCS;F;Y40T44;_T;1;68;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;4.2
PT_AGE_IN_EMP_BY_PCS;F;Y35T39;_T;1;4_NP;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;9.7
PT_AGE_IN_EMP_BY_PCS;F;Y55T59;_T;1;68;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;7.1
PT_AGE_IN_EMP_BY_PCS;F;Y_GE65;_T;1;40;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;0.4
PT_AGE_IN_EMP_BY_PCS;F;Y15T19;_T;1;46;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;0.5
PT_AGE_IN_EMP_BY_PCS;F;Y55T59;_T;1;55;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;6.1
PT_AGE_IN_EMP_BY_PCS;F;Y20T24;_T;1;35;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;2.1
PT_AGE_IN_EMP_BY_PCS;F;Y30T34;_T;1;48;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;2.4
PT_AGE_IN_EMP_BY_PCS;F;Y15T24;_T;1;68;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;2.2
PT_UNEMPDUR_VLT_IN_UNEMP_BY_AGE;_T;Y_GE15;_T;2;_T;_T;_T;_T;_T;_T;VLT;_T;_T;-2;A;F;A;;2023;11.6
UNEMPRATE;M;Y65T74;_T;2;_T;_T;21;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;8.3
UNEMPB;M;Y45T49;_T;2;_T;_T;_T;_T;_T;_T;VLT;_T;_T;3;A;F;A;;2023;15.3
UNEMPB;_T;Y60T64;_T;2;_T;_T;_T;_T;_T;_T;VLT;_T;_T;3;A;F;A;;2023;31.3
UNEMPRATE;_T;Y20T24;_T;2;_T;_T;22;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;14.4
UNEMP;_T;Y25T49;_T;2;_T;_T;21;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;174.6
UNEMP;_T;Y25T49;_T;2;_T;_T;10;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;257.8
UNEMPRATE;M;Y15T74;_T;2;_T;_T;10;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;10.9
UNEMP;M;Y55T59;_T;2;_T;_T;22;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;54.7
UNEMPB;M;Y55T59;_T;2;_T;_T;_T;_T;_T;_T;LT;_T;_T;3;A;F;A;;2023;32.5
UNEMPRATE;M;Y45T49;_T;2;_T;_T;21;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;6.1
EMP;M;Y20T24;_T;1;68;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;45.7
EMP;M;Y60T64;_T;1;53;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;11.7
EMP;F;Y25T49;_T;1;30;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;1795.9
EMP;M;Y50T64;_T;1;5_NP;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;0.5
EMP;F;Y25T49;_T;1;37;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;680.7
EMP;F;Y50T54;_T;1;34;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;73.7
EMP;F;Y30T34;_T;1;23;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;1.8
EMP;F;Y40T44;_T;1;40;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;493
EMP;F;Y25T29;_T;1;10;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;2.5
EMP;F;Y25T29;_T;1;23;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;3.3
